Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
11:December:2025 00:55:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 01:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 01:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 01:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.86%
11:December:2025 01:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.54GB 
  ServerDetails",90.00%
11:December:2025 02:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 02:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 02:00:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 02:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 02:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 02:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.91%
11:December:2025 02:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 03:00:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 03:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 03:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 03:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 03:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 03:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.94%
11:December:2025 03:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 04:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 04:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 04:05:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 04:13:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,5.01%,94.99%
11:December:2025 04:18:38,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,5.46%,94.54%
11:December:2025 04:23:53,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,9.13%,90.87%
11:December:2025 04:33:53,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,5.17%,94.83%
11:December:2025 04:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 04:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 04:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.58%
11:December:2025 04:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.37GB 
  ServerDetails",90.00%
11:December:2025 05:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 05:05:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 05:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 05:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 05:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 05:35:36,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 05:38:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 05:40:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.64%
11:December:2025 05:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 06:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 06:00:56,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,94.91%
11:December:2025 06:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 06:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 06:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 06:38:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 06:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 07:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 07:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 07:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 07:35:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 07:38:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 07:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 08:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 08:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 08:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 08:38:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 08:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 08:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 09:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 09:05:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"90.25GB 
  ServerDetails",90.00%
11:December:2025 09:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 09:25:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"90.25GB 
  ServerDetails",90.00%
11:December:2025 09:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 09:38:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 09:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 09:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 10:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 10:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 10:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 10:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 10:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 10:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 11:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 11:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 11:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 11:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 11:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 11:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 12:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 12:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 12:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 12:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 12:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 12:50:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 13:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 13:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 13:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 13:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 13:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 13:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 14:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 14:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 14:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 14:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 14:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 14:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 15:00:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 15:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 15:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 15:40:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 15:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 15:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 16:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 16:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 16:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 16:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 16:45:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 16:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 17:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 17:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 17:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 17:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 17:45:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 17:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 18:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 18:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 18:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 18:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 18:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 18:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 19:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 19:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 19:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 19:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 19:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 19:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 20:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 20:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 20:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 20:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 20:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 20:55:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 21:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 21:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 21:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 21:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 21:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 22:00:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 22:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 22:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 22:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 22:39:11,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"92.09GB 
  ServerDetails",90.00%
11:December:2025 22:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 22:49:11,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"96.63GB 
  ServerDetails",90.00%
11:December:2025 22:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
11:December:2025 23:00:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
11:December:2025 23:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
11:December:2025 23:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
11:December:2025 23:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
11:December:2025 23:39:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,95.97%
11:December:2025 23:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
11:December:2025 23:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
12:December:2025 00:00:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
12:December:2025 00:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
12:December:2025 00:10:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
12:December:2025 00:35:36,Critical 90% - Disk,172.16.0.87,StoxKart,DBA-Team,Critical,Disk,32 Core,,1.00 TB,H:,102.40 GB,921.58 GB
12:December:2025 00:39:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.74%
12:December:2025 00:43:12,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
12:December:2025 00:50:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
12:December:2025 01:00:36,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"93.62GB 
  ServerDetails",90.00%
12:December:2025 01:05:36,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
