Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
11:May:2025 12:43:26,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 12:43:26,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 12:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 12:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 13:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 13:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 13:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 13:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 13:39:34,WindowsServerMemoryUsage,172.16.1.174,stoxkart,DBA-Team,Critical 95%,Memory,4 Core,16.00 GB,,,0.67 GB,15.33 GB
11:May:2025 13:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 13:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 13:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 14:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 14:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 14:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 14:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 14:39:34,WindowsServerMemoryUsage,172.16.1.174,stoxkart,DBA-Team,Critical 95%,Memory,4 Core,16.00 GB,,,0.68 GB,15.32 GB
11:May:2025 14:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 14:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 14:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 15:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 15:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 15:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 15:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 15:39:34,WindowsServerMemoryUsage,172.16.1.174,stoxkart,DBA-Team,Critical 95%,Memory,4 Core,16.00 GB,,,0.73 GB,15.27 GB
11:May:2025 15:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 15:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 15:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 16:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 16:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 16:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 16:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 16:39:34,WindowsServerMemoryUsage,172.16.1.174,stoxkart,DBA-Team,Critical 95%,Memory,4 Core,16.00 GB,,,0.71 GB,15.29 GB
11:May:2025 16:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 16:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 16:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 16:49:34,WindowsServerMemoryUsage,172.16.1.174,stoxkart,DBA-Team,Critical 95%,Memory,4 Core,16.00 GB,,,0.71 GB,15.29 GB
11:May:2025 17:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 17:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 17:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 17:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 17:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 17:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 17:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 18:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 18:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 18:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 18:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 18:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 18:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 18:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 19:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 19:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 19:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 19:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 19:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 19:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 19:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 20:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 20:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 20:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 20:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 20:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 20:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 20:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 21:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 21:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 21:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 21:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 21:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 21:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 21:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 22:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,90.54%
11:May:2025 22:06:19,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
11:May:2025 22:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 22:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 22:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 22:21:19,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,2.50 TB,I:,256.00 GB,2.25 TB
11:May:2025 22:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 22:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 22:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 22:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
11:May:2025 23:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,91.87%
11:May:2025 23:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
11:May:2025 23:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
11:May:2025 23:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
11:May:2025 23:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
11:May:2025 23:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
11:May:2025 23:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
11:May:2025 23:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 00:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,95.78%
12:May:2025 00:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 00:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 00:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 00:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 00:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 00:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 00:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 01:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,97.29%
12:May:2025 01:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 01:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 01:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 01:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 01:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 01:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 01:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 02:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,97.32%
12:May:2025 02:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 02:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 02:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 02:24:43,LinuxServerHighCpuLoad,192.168.15.111,smc-trading-bod-bhalu,Pre-Trade-Team,Critical 90%,CPU,N/A,,,,9.22%,90.78%
12:May:2025 02:29:43,LinuxServerHighCpuLoad,192.168.15.111,smc-trading-bod-bhalu,Pre-Trade-Team,Critical 90%,CPU,N/A,,,,9.71%,90.29%
12:May:2025 02:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 02:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 02:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 02:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 03:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,97.22%
12:May:2025 03:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 03:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 03:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 03:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 03:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 03:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 03:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 04:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,97.14%
12:May:2025 04:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 04:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 04:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 04:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 04:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 04:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 04:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.13GB 
  ServerDetails",90.00%
12:May:2025 05:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,96.11%
12:May:2025 05:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 05:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 05:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 05:37:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 05:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 05:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
12:May:2025 05:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,D:,"91.07GB 
  ServerDetails",90.00%
12:May:2025 06:01:56,WindowsServerMemoryUsage,172.16.0.47,BO,BackOffice,Critical 90%,Memory,N/A,N/A,,,N/A,95.24%
12:May:2025 06:07:26,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 06:09:41,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 06:13:20,WindowsServerDiskSpaceUsage,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical 90%,Disk,16 Core,,3.15 TB,E:,322.56 GB,2.83 TB
12:May:2025 06:14:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
12:May:2025 06:19:40,LinuxServerRootDiskSpace,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical 90%,Disk,N/A,,N/A,/backup,"7.458GB 
  ServerDetails",90.00%
12:May:2025 06:19:41,WindowsServerDiskSpaceUsage,192.168.1.159,Stoxkart-Odin-Manager,Product-team,Critical 80%,Disk,24 Core,,455.64 GB,D:,91.13 GB,364.51 GB
12:May:2025 06:39:40,WindowsServerDiskSpaceUsage,172.16.0.187,Stoxkart,DBA-Team,Critical 90%,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
12:May:2025 06:44:11,WindowsServerDiskSpaceUsage,172.16.0.47,BO,BackOffice,Critical 90%,Disk,N/A,,N/A,F:,"91.79GB 
  ServerDetails",90.00%
