Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
13:January:2026 15:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.34 GB,97.71 GB
13:January:2026 15:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 15:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 15:55:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 15:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 16:01:11,Critical 80% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,89.97 GB,359.89 GB
13:January:2026 16:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 16:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.34 GB,97.71 GB
13:January:2026 16:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.34 GB,97.71 GB
13:January:2026 16:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 16:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 16:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 17:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 17:01:11,Critical 80% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,89.97 GB,359.89 GB
13:January:2026 17:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 17:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.34 GB,97.71 GB
13:January:2026 17:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.34 GB,97.71 GB
13:January:2026 17:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 17:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 17:36:11,Critical 80% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,89.97 GB,359.89 GB
13:January:2026 17:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 18:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 18:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 18:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 18:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 18:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 18:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 18:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 19:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 19:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 19:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 19:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 19:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 19:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 19:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 20:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 20:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 20:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 20:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 20:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 20:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 20:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 21:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 21:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 21:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 21:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 21:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 21:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 21:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 22:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 22:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 22:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 22:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 22:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 22:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 22:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
13:January:2026 23:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
13:January:2026 23:00:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"91.94GB 
  ServerDetails",90.00%
13:January:2026 23:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
13:January:2026 23:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 23:20:56,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"99.25GB 
  ServerDetails",90.00%
13:January:2026 23:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
13:January:2026 23:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
13:January:2026 23:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
13:January:2026 23:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.31%
13:January:2026 23:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
14:January:2026 00:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 00:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 00:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
14:January:2026 00:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
14:January:2026 00:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 00:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
14:January:2026 00:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.52%
14:January:2026 00:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
14:January:2026 01:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 01:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 01:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
14:January:2026 01:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.32 GB,97.73 GB
14:January:2026 01:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 01:26:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
14:January:2026 01:26:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
14:January:2026 01:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
14:January:2026 01:31:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
14:January:2026 01:31:41,Critical 80% - Disk,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,617.34 GB,/,123.47 GB,493.87 GB
14:January:2026 01:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.53%
14:January:2026 01:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
14:January:2026 02:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 02:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 02:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 02:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 02:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 02:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.11GB 
  ServerDetails",90.00%
14:January:2026 02:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.60%
14:January:2026 02:58:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
14:January:2026 03:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 03:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 03:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 03:17:11,Critical 80% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,89.97 GB,359.89 GB
14:January:2026 03:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 03:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 03:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 03:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,97.29%
14:January:2026 03:42:11,Critical 80% - Disk,192.168.1.172,Stoxkart-RupeeSeed,Product-team,Critical,Disk,24 Core,,449.86 GB,/home,89.97 GB,359.89 GB
14:January:2026 03:48:56,Critical 80% - Memory,192.168.1.171,Stoxkart-RupeeSeed,Product-team,Critical,Memory,16 Core,109.99 GB,,,22.00 GB,87.99 GB
14:January:2026 04:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 04:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 04:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 04:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 04:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 04:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 04:31:08,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,5.96%,94.04%
14:January:2026 04:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.04%
14:January:2026 04:46:08,Critical 90% - CPU,172.16.0.119,StoxKart,Compliance,Critical,CPU,8 Core,,,,2.46%,97.54%
14:January:2026 05:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 05:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 05:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 05:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 05:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 05:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 05:38:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.57%
14:January:2026 06:00:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 06:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 06:03:11,Critical 90% - Memory,172.16.0.47,BO,BackOffice,Critical,Memory,N/A,N/A,,,N/A,96.94%
14:January:2026 06:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 06:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 06:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 06:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 06:40:11,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 06:41:56,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 07:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 07:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 07:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 07:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 07:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 07:41:56,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 08:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 08:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 08:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.30 GB,97.75 GB
14:January:2026 08:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 08:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 08:41:56,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 08:51:44,Critical 90% - CPU,172.16.6.43,Seqrite,Infra-Team-Antivirus,Critical,CPU,4 Core,,,,3.78%,96.22%
14:January:2026 08:56:44,Critical 90% - CPU,172.16.6.43,Seqrite,Infra-Team-Antivirus,Critical,CPU,4 Core,,,,7.87%,92.13%
14:January:2026 09:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 09:04:41,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"91.81GB 
  ServerDetails",90.00%
14:January:2026 09:16:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.28 GB,97.77 GB
14:January:2026 09:21:38,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.28 GB,97.77 GB
14:January:2026 09:24:41,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"91.81GB 
  ServerDetails",90.00%
14:January:2026 09:25:27,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
14:January:2026 09:30:58,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"94.13GB 
  ServerDetails",90.00%
14:January:2026 09:41:56,Critical 80% - Disk,192.168.1.155,Stoxkart,Product-team,Critical,Disk,16 Core,,449.98 GB,E:,90.00 GB,359.99 GB
14:January:2026 10:02:45,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,3.15 TB,E:,1.57 TB,1.57 TB
14:January:2026 10:16:39,Critical 50% - Disk,172.16.5.66,Stoxkart-Live-C-zentrix-cluster-LB,Infra-Team-Cezentrix,Critical,Disk,2 Core,,177.05 GB,/,79.28 GB,97.77 GB
