Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
30:July:2026 05:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 05:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 05:07:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 05:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 05:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 05:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 05:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 05:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 05:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 05:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 05:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 05:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 05:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 05:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 05:41:39,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,281.04 GB,318.96 GB
30:July:2026 05:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 05:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 05:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 05:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 06:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 06:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 06:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 06:04:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 06:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 06:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 06:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 06:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 06:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 06:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 06:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 06:11:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 06:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 06:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 06:12:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 06:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 06:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 06:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 06:24:14,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 06:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 06:27:51,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,285.60 GB,314.40 GB
30:July:2026 06:28:08,Critical 90% - CPU,172.16.0.119,StoxKart-PMLA,Compliance,Critical,CPU,8 Core,,,,8.07%,91.93%
30:July:2026 06:29:36,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,286.02 GB,313.98 GB
30:July:2026 06:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 06:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 06:33:08,Critical 90% - CPU,172.16.0.119,StoxKart-PMLA,Compliance,Critical,CPU,8 Core,,,,8.07%,91.93%
30:July:2026 06:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 06:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 06:41:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 06:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 06:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 06:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 06:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 07:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 07:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 07:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 07:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 07:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 07:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 07:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 07:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 07:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 07:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 07:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 07:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 07:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 07:16:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 07:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 07:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 07:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 07:29:36,Critical 50% - Disk,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical,Disk,24 Core,,600.00 GB,D:,286.02 GB,313.98 GB
30:July:2026 07:30:28,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 07:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 07:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 07:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 07:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 07:46:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 07:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 07:47:44,Critical 90% - CPU,172.16.14.150,Cizentrix-FTP,Infra-Team-Cezentrix,Critical,CPU,2 Core,,,,0.03%,99.97%
30:July:2026 07:52:44,Critical 90% - CPU,172.16.14.150,Cizentrix-FTP,Infra-Team-Cezentrix,Critical,CPU,2 Core,,,,0.03%,99.97%
30:July:2026 07:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 07:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 07:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 08:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 08:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 08:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 08:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 08:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 08:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 08:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 08:06:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 08:06:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 08:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 08:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.95 GB,50.21 GB
30:July:2026 08:11:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 08:16:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 08:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 08:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 08:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 08:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 08:30:29,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 08:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 08:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 08:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 08:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 08:46:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 08:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 08:55:29,Critical 50% - Disk,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical,Disk,16 Core,,292.97 GB,D:,146.48 GB,146.48 GB
30:July:2026 08:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 08:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 08:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 09:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 09:01:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 09:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 09:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 09:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 09:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 09:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 09:06:51,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,280.92 GB,319.08 GB
30:July:2026 09:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 09:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.94 GB,50.22 GB
30:July:2026 09:11:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 09:11:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
30:July:2026 09:11:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 09:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 09:16:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 09:16:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 09:19:38,Critical 65% - CPU,192.168.1.225,Stoxkart-XTS,LAMA,Critical,CPU,36 Core,,,,34.80%,65.20%
30:July:2026 09:21:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,1.50 TB,G:,767.99 GB,767.99 GB
30:July:2026 09:24:38,Critical 65% - CPU,192.168.1.225,Stoxkart-XTS,LAMA,Critical,CPU,36 Core,,,,34.44%,65.56%
30:July:2026 09:26:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
30:July:2026 09:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
30:July:2026 09:31:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
30:July:2026 09:36:39,Critical 50% - Disk,172.16.1.24,Class-DP-Application-Server,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
30:July:2026 09:36:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.22 GB,E:,89.42 GB,804.80 GB
30:July:2026 09:37:23,Critical 65% - CPU,192.168.1.225,Stoxkart-XTS,LAMA,Critical,CPU,36 Core,,,,31.81%,68.19%
30:July:2026 09:37:43,Critical 90% - Memory,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Memory,16 Core,62.76 GB,,,6.28 GB,56.48 GB
30:July:2026 09:39:51,Critical 50% - Disk,192.168.1.173,Stoxkart-RupeeSeed,LAMA,Critical,Disk,8 Core,,299.85 GB,/home,149.42 GB,150.44 GB
30:July:2026 09:42:23,Critical 65% - CPU,192.168.1.225,Stoxkart-XTS,LAMA,Critical,CPU,36 Core,,,,33.71%,66.29%
30:July:2026 09:42:43,Critical 90% - Memory,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Memory,16 Core,62.76 GB,,,6.28 GB,56.48 GB
30:July:2026 09:46:39,Critical 50% - Disk,172.16.0.247,Stoxkart-Citrus,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
30:July:2026 09:46:39,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart-DB-SRV,DBA-Team,Critical,Disk,16 Core,,2.50 TB,J:,1.25 TB,1.25 TB
30:July:2026 09:56:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,549.98 GB,F:,274.99 GB,274.99 GB
30:July:2026 09:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
30:July:2026 09:59:55,Critical 50% - Disk,172.16.0.139,alertmanager,Optimum,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
30:July:2026 10:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,4.00 TB,R:,2.00 TB,2.00 TB
30:July:2026 10:01:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.00 TB,F:,1.00 TB,1.00 TB
30:July:2026 10:06:39,Critical 90% - Disk,172.16.0.233,MarketMojoDB-2,Marketing-Tech,Critical,Disk,16 Core,,291.05 GB,/home,29.10 GB,261.94 GB
30:July:2026 10:06:39,Critical 90% - Disk,172.16.0.187,Stoxkart-Ekyc,DBA-Team,Critical,Disk,32 Core,,894.09 GB,F:,89.41 GB,804.69 GB
30:July:2026 10:06:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 10:06:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
30:July:2026 10:06:39,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
30:July:2026 10:06:51,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,LAMA,Critical,Disk,36 Core,,600.00 GB,D:,280.74 GB,319.26 GB
30:July:2026 10:11:39,Critical 50% - Disk,172.16.0.246,Stoxkart-Class-Backup-Office,DBA-Team,Critical,Disk,32 Core,,2.50 TB,E:,1.25 TB,1.25 TB
30:July:2026 10:11:39,Critical 50% - Disk,172.16.0.87,StoxKart-Class-Database-Production-HA,DBA-Team,Critical,Disk,32 Core,,2.00 TB,J:,1.00 TB,1.00 TB
30:July:2026 10:11:39,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,199.40 GB,C:,99.70 GB,99.70 GB
30:July:2026 10:11:39,Critical 50% - Disk,172.16.1.99,stx_middleware_app,Middleware,Critical,Disk,4 Core,,80.15 GB,/,29.94 GB,50.22 GB
